DB_Number,Size,Has_Data,First_32_Bytes_Hex,First_INT,First_REAL,Timestamp
292,0,False,,,,2025-07-21T15:43:15.958464
293,0,False,,,,2025-07-21T15:43:15.998020
294,0,False,,,,2025-07-21T15:43:16.029313
295,0,False,,,,2025-07-21T15:43:16.063285
296,0,False,,,,2025-07-21T15:43:16.098319
297,0,False,,,,2025-07-21T15:43:16.128054
298,0,False,,,,2025-07-21T15:43:16.157927
299,0,False,,,,2025-07-21T15:43:16.195645
300,0,False,,,,2025-07-21T15:43:16.229395
301,0,False,,,,2025-07-21T15:43:16.260554
302,0,False,,,,2025-07-21T15:43:16.296025
303,0,False,,,,2025-07-21T15:43:16.327293
304,0,False,,,,2025-07-21T15:43:16.360573
305,0,False,,,,2025-07-21T15:43:16.398952
306,0,False,,,,2025-07-21T15:43:16.429260
307,0,False,,,,2025-07-21T15:43:16.461094
308,0,False,,,,2025-07-21T15:43:16.500397
309,0,False,,,,2025-07-21T15:43:16.541552
310,0,False,,,,2025-07-21T15:43:16.571440
311,0,False,,,,2025-07-21T15:43:16.604271
312,0,False,,,,2025-07-21T15:43:16.638221
313,0,False,,,,2025-07-21T15:43:16.674861
314,0,False,,,,2025-07-21T15:43:16.708812
315,0,False,,,,2025-07-21T15:43:16.743945
316,0,False,,,,2025-07-21T15:43:16.772565
317,0,False,,,,2025-07-21T15:43:16.801188
318,0,False,,,,2025-07-21T15:43:16.841076
319,0,False,,,,2025-07-21T15:43:16.873453
320,0,False,,,,2025-07-21T15:43:16.902912
321,0,False,,,,2025-07-21T15:43:16.944783
322,0,False,,,,2025-07-21T15:43:16.992202
323,0,False,,,,2025-07-21T15:43:17.021429
324,0,False,,,,2025-07-21T15:43:17.100001
325,0,False,,,,2025-07-21T15:43:17.129152
326,0,False,,,,2025-07-21T15:43:17.162232
327,0,False,,,,2025-07-21T15:43:17.198699
328,0,False,,,,2025-07-21T15:43:17.227058
329,0,False,,,,2025-07-21T15:43:17.256782
330,0,False,,,,2025-07-21T15:43:17.294147
331,0,False,,,,2025-07-21T15:43:17.325505
332,0,False,,,,2025-07-21T15:43:17.355309
333,0,False,,,,2025-07-21T15:43:17.401963
334,0,False,,,,2025-07-21T15:43:17.441801
335,0,False,,,,2025-07-21T15:43:17.474910
336,0,False,,,,2025-07-21T15:43:17.504450
337,0,False,,,,2025-07-21T15:43:17.545711
338,0,False,,,,2025-07-21T15:43:17.575486
339,0,False,,,,2025-07-21T15:43:17.610004
340,0,False,,,,2025-07-21T15:43:17.644213
341,0,False,,,,2025-07-21T15:43:17.672834
342,0,False,,,,2025-07-21T15:43:17.705097
343,0,False,,,,2025-07-21T15:43:17.743226
344,0,False,,,,2025-07-21T15:43:17.773158
345,0,False,,,,2025-07-21T15:43:17.801566
346,0,False,,,,2025-07-21T15:43:17.839332
347,0,False,,,,2025-07-21T15:43:17.872750
348,0,False,,,,2025-07-21T15:43:17.903908
349,0,False,,,,2025-07-21T15:43:17.939655
350,0,False,,,,2025-07-21T15:43:17.974575
351,0,False,,,,2025-07-21T15:43:18.006694
352,0,False,,,,2025-07-21T15:43:18.044966
353,0,False,,,,2025-07-21T15:43:18.080309
354,0,False,,,,2025-07-21T15:43:18.108549
355,0,False,,,,2025-07-21T15:43:18.148418
356,0,False,,,,2025-07-21T15:43:18.191447
357,0,False,,,,2025-07-21T15:43:18.221386
358,0,False,,,,2025-07-21T15:43:18.250997
359,0,False,,,,2025-07-21T15:43:18.291352
360,0,False,,,,2025-07-21T15:43:18.324657
361,0,False,,,,2025-07-21T15:43:18.353757
362,0,False,,,,2025-07-21T15:43:18.390337
363,0,False,,,,2025-07-21T15:43:18.421539
364,0,False,,,,2025-07-21T15:43:18.451390
365,0,False,,,,2025-07-21T15:43:18.489286
366,0,False,,,,2025-07-21T15:43:18.523039
367,0,False,,,,2025-07-21T15:43:18.553891
368,0,False,,,,2025-07-21T15:43:18.596624
369,0,False,,,,2025-07-21T15:43:18.625799
370,0,False,,,,2025-07-21T15:43:18.654655
371,0,False,,,,2025-07-21T15:43:18.692220
372,0,False,,,,2025-07-21T15:43:18.723256
373,0,False,,,,2025-07-21T15:43:18.753456
374,0,False,,,,2025-07-21T15:43:18.799914
375,0,False,,,,2025-07-21T15:43:18.840674
376,0,False,,,,2025-07-21T15:43:18.871434
377,0,False,,,,2025-07-21T15:43:18.906697
378,0,False,,,,2025-07-21T15:43:18.944730
379,0,False,,,,2025-07-21T15:43:18.977394
380,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:19.006805
381,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:19.040949
382,0,False,,,,2025-07-21T15:43:19.069631
383,0,False,,,,2025-07-21T15:43:19.099900
384,0,False,,,,2025-07-21T15:43:19.128458
385,0,False,,,,2025-07-21T15:43:19.158536
386,0,False,,,,2025-07-21T15:43:19.195121
387,0,False,,,,2025-07-21T15:43:19.224601
388,0,False,,,,2025-07-21T15:43:19.258969
389,0,False,,,,2025-07-21T15:43:19.298342
390,0,False,,,,2025-07-21T15:43:19.327401
391,0,False,,,,2025-07-21T15:43:19.357720
392,0,False,,,,2025-07-21T15:43:19.395683
393,0,False,,,,2025-07-21T15:43:19.425073
394,0,False,,,,2025-07-21T15:43:19.459283
395,0,False,,,,2025-07-21T15:43:19.494349
396,0,False,,,,2025-07-21T15:43:19.524128
397,0,False,,,,2025-07-21T15:43:19.554622
398,100,True,0000410c4469410d4575446d8000446d80000700019b00000000000000000000,0,0.0,2025-07-21T15:43:19.588694
399,100,True,0000410c4469410d4575446d8000446d80000700019b00000000000000000000,0,0.0,2025-07-21T15:43:19.615699
400,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:19.642157
401,100,True,491c398040a0000040a0000040a0000040a0000040a0000040a0000040a00000,18716,639896.0,2025-07-21T15:43:19.666731
402,100,True,49203e8042166666421666664216666642166666421666664216666642166666,18720,656360.0,2025-07-21T15:43:19.693126
403,100,True,49235ac042880000428800004288000042880000428800004288000042880000,18723,669100.0,2025-07-21T15:43:19.721890
404,100,True,492610b042d8000042d8000042d8000042d8000042d8000042d8000042d80000,18726,680203.0,2025-07-21T15:43:19.748266
405,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:19.776517
406,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:19.803126
407,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:19.827711
408,100,True,4926fe6042fccccd42fccccd42fccccd42fccccd42fccccd42fccccd42fccccd,18726,684006.0,2025-07-21T15:43:19.853257
409,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:19.879982
410,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:19.907232
411,100,True,4922154042580000425800004258000042580000425800004258000042580000,18722,663892.0,2025-07-21T15:43:19.940147
412,100,True,4922155042580000425800004258000042580000425800004258000042580000,18722,663893.0,2025-07-21T15:43:19.967490
413,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:19.998226
